Age,Attrition,DailyRate,DistanceFromHome,Education,EmployeeCount,EnvironmentSatisfaction,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome,MonthlyRate,NumCompaniesWorked,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,Shift,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,BusinessTravel_Non-Travel,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Department_Cardiology,Department_Maternity,Department_Neurology,EducationField_Human Resources,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,Gender_Female,Gender_Male,JobRole_Admin,JobRole_Administrative,JobRole_Nurse,JobRole_Other,JobRole_Therapist,MaritalStatus_Divorced,MaritalStatus_Married,MaritalStatus_Single,Over18_Y,OverTime_No,OverTime_Yes
49.0,0.0,465.0,6.0,1.0,1.0,3.0,41.0,2.0,4.0,3.0,13966.0,11652.0,2.0,19.0,3.0,2.0,80.0,1.0,30.0,3.0,3.0,15.0,11.0,2.0,12.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
29.0,0.0,1389.0,21.0,4.0,1.0,2.0,51.0,4.0,3.0,1.0,9980.0,10195.0,1.0,11.0,3.0,3.0,80.0,1.0,10.0,1.0,3.0,10.0,9.0,8.0,8.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0
23.0,0.0,373.0,1.0,2.0,1.0,4.0,47.0,3.0,1.0,3.0,1223.0,16901.0,1.0,22.0,4.0,4.0,80.0,1.0,1.0,2.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
39.0,0.0,412.0,13.0,4.0,1.0,3.0,94.0,2.0,4.0,2.0,17123.0,17334.0,6.0,13.0,3.0,4.0,80.0,2.0,21.0,4.0,3.0,19.0,9.0,15.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
29.0,0.0,986.0,3.0,4.0,1.0,2.0,93.0,2.0,3.0,3.0,11935.0,21526.0,1.0,18.0,3.0,3.0,80.0,0.0,10.0,2.0,3.0,10.0,2.0,0.0,7.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
24.0,1.0,984.0,17.0,2.0,1.0,4.0,97.0,3.0,1.0,2.0,2210.0,3372.0,1.0,13.0,3.0,1.0,80.0,1.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
28.0,0.0,120.0,4.0,3.0,1.0,2.0,43.0,3.0,2.0,3.0,4221.0,8863.0,1.0,15.0,3.0,2.0,80.0,0.0,5.0,3.0,4.0,5.0,4.0,0.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
59.0,0.0,1429.0,18.0,4.0,1.0,4.0,67.0,3.0,3.0,4.0,10512.0,20002.0,6.0,12.0,3.0,4.0,80.0,0.0,25.0,6.0,2.0,9.0,7.0,5.0,4.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0
39.0,0.0,439.0,9.0,3.0,1.0,3.0,70.0,3.0,2.0,2.0,6782.0,8770.0,9.0,15.0,3.0,3.0,80.0,0.0,9.0,2.0,2.0,5.0,4.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
29.0,1.0,408.0,23.0,1.0,1.0,4.0,45.0,2.0,3.0,1.0,7336.0,11162.0,1.0,13.0,3.0,1.0,80.0,1.0,11.0,3.0,1.0,11.0,8.0,3.0,10.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
27.0,0.0,1377.0,2.0,3.0,1.0,4.0,74.0,3.0,2.0,3.0,4478.0,5242.0,1.0,11.0,3.0,1.0,80.0,0.0,5.0,3.0,3.0,5.0,4.0,0.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
27.0,0.0,1220.0,5.0,3.0,1.0,3.0,85.0,3.0,1.0,2.0,2478.0,20938.0,1.0,12.0,3.0,2.0,80.0,0.0,4.0,2.0,2.0,4.0,3.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
56.0,0.0,832.0,9.0,3.0,1.0,3.0,81.0,3.0,4.0,4.0,11103.0,20420.0,7.0,11.0,3.0,3.0,80.0,0.0,30.0,1.0,2.0,10.0,7.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
54.0,0.0,397.0,19.0,4.0,1.0,3.0,88.0,3.0,3.0,2.0,10725.0,6729.0,2.0,15.0,3.0,3.0,80.0,1.0,16.0,1.0,4.0,9.0,7.0,7.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
46.0,0.0,377.0,9.0,3.0,1.0,1.0,52.0,3.0,3.0,4.0,10096.0,15986.0,4.0,11.0,3.0,1.0,80.0,1.0,28.0,1.0,4.0,7.0,7.0,4.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
31.0,0.0,1062.0,24.0,3.0,1.0,3.0,96.0,2.0,2.0,1.0,6812.0,17198.0,1.0,19.0,3.0,2.0,80.0,0.0,10.0,2.0,3.0,10.0,9.0,1.0,8.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
55.0,0.0,436.0,2.0,1.0,1.0,3.0,37.0,3.0,2.0,4.0,5160.0,21519.0,4.0,16.0,3.0,3.0,80.0,0.0,12.0,3.0,2.0,9.0,7.0,7.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
52.0,1.0,1030.0,5.0,3.0,1.0,2.0,64.0,3.0,3.0,2.0,8446.0,21534.0,9.0,19.0,3.0,3.0,80.0,0.0,10.0,2.0,2.0,8.0,7.0,7.0,7.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
31.0,1.0,534.0,20.0,3.0,1.0,1.0,66.0,3.0,3.0,3.0,9824.0,22908.0,3.0,12.0,3.0,1.0,80.0,0.0,12.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
34.0,0.0,1346.0,19.0,2.0,1.0,2.0,93.0,3.0,1.0,4.0,2661.0,8758.0,0.0,11.0,3.0,3.0,80.0,1.0,3.0,2.0,3.0,2.0,2.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
28.0,0.0,1476.0,16.0,2.0,1.0,2.0,68.0,4.0,2.0,1.0,5661.0,4824.0,0.0,19.0,3.0,3.0,80.0,0.0,9.0,2.0,3.0,8.0,3.0,0.0,7.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
27.0,0.0,591.0,2.0,3.0,1.0,4.0,87.0,3.0,1.0,4.0,2580.0,6297.0,2.0,13.0,3.0,3.0,80.0,0.0,6.0,0.0,2.0,4.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
37.0,0.0,397.0,7.0,4.0,1.0,1.0,30.0,3.0,3.0,3.0,13664.0,25258.0,4.0,13.0,3.0,1.0,80.0,0.0,16.0,3.0,4.0,5.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
32.0,0.0,1200.0,1.0,4.0,1.0,4.0,62.0,3.0,2.0,1.0,4087.0,25174.0,4.0,14.0,3.0,2.0,80.0,1.0,9.0,3.0,2.0,6.0,5.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
36.0,0.0,676.0,1.0,3.0,1.0,3.0,35.0,3.0,2.0,2.0,5228.0,23361.0,0.0,15.0,3.0,1.0,80.0,1.0,10.0,2.0,3.0,9.0,7.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0
49.0,0.0,271.0,3.0,2.0,1.0,3.0,43.0,2.0,2.0,1.0,4789.0,23070.0,4.0,25.0,4.0,1.0,80.0,1.0,10.0,3.0,3.0,3.0,2.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
59.0,0.0,1420.0,2.0,4.0,1.0,3.0,32.0,2.0,5.0,4.0,18844.0,21922.0,9.0,21.0,4.0,4.0,80.0,1.0,30.0,3.0,3.0,3.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
26.0,1.0,1443.0,23.0,3.0,1.0,3.0,47.0,2.0,2.0,4.0,4157.0,21436.0,7.0,19.0,3.0,3.0,80.0,1.0,5.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
34.0,0.0,419.0,7.0,4.0,1.0,1.0,53.0,3.0,3.0,2.0,11994.0,21293.0,0.0,11.0,3.0,3.0,80.0,0.0,13.0,4.0,3.0,12.0,6.0,2.0,11.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
26.0,1.0,950.0,4.0,4.0,1.0,4.0,48.0,2.0,2.0,4.0,5828.0,8450.0,1.0,12.0,3.0,2.0,80.0,0.0,8.0,0.0,3.0,8.0,7.0,7.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
26.0,0.0,933.0,1.0,3.0,1.0,3.0,57.0,3.0,2.0,3.0,5296.0,20156.0,1.0,17.0,3.0,2.0,80.0,1.0,8.0,3.0,3.0,8.0,7.0,7.0,7.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
34.0,0.0,1111.0,8.0,2.0,1.0,3.0,93.0,3.0,2.0,1.0,6500.0,13305.0,5.0,17.0,3.0,2.0,80.0,1.0,6.0,1.0,3.0,3.0,2.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
50.0,0.0,809.0,12.0,3.0,1.0,3.0,77.0,3.0,3.0,4.0,9208.0,6645.0,4.0,11.0,3.0,4.0,80.0,0.0,16.0,3.0,3.0,2.0,2.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
34.0,0.0,1069.0,2.0,1.0,1.0,4.0,45.0,2.0,2.0,3.0,9547.0,14074.0,1.0,17.0,3.0,3.0,80.0,0.0,10.0,2.0,2.0,10.0,9.0,1.0,9.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0
33.0,0.0,1146.0,25.0,3.0,1.0,2.0,82.0,3.0,2.0,3.0,4539.0,4905.0,1.0,12.0,3.0,1.0,80.0,1.0,10.0,3.0,2.0,10.0,7.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
36.0,0.0,172.0,4.0,4.0,1.0,1.0,37.0,2.0,2.0,4.0,5810.0,22604.0,1.0,16.0,3.0,3.0,80.0,0.0,10.0,2.0,2.0,10.0,4.0,1.0,8.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
32.0,0.0,862.0,2.0,1.0,1.0,3.0,76.0,3.0,1.0,1.0,2827.0,14947.0,1.0,12.0,3.0,3.0,80.0,3.0,1.0,3.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
34.0,0.0,204.0,14.0,3.0,1.0,3.0,31.0,3.0,1.0,3.0,2579.0,2912.0,1.0,18.0,3.0,4.0,80.0,2.0,8.0,3.0,3.0,8.0,2.0,0.0,6.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
39.0,0.0,141.0,3.0,3.0,1.0,3.0,44.0,4.0,2.0,2.0,6389.0,18767.0,9.0,15.0,3.0,3.0,80.0,1.0,12.0,3.0,1.0,8.0,3.0,3.0,6.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
40.0,0.0,523.0,2.0,3.0,1.0,3.0,98.0,3.0,2.0,4.0,4661.0,22455.0,1.0,13.0,3.0,3.0,80.0,0.0,9.0,4.0,3.0,9.0,8.0,8.0,8.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
27.0,0.0,793.0,2.0,1.0,1.0,4.0,43.0,1.0,2.0,4.0,5071.0,20392.0,3.0,20.0,4.0,2.0,80.0,0.0,8.0,3.0,3.0,6.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
38.0,0.0,1009.0,2.0,2.0,1.0,2.0,31.0,3.0,2.0,1.0,6893.0,19461.0,3.0,15.0,3.0,4.0,80.0,1.0,11.0,3.0,3.0,7.0,7.0,1.0,7.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
30.0,0.0,438.0,18.0,3.0,1.0,1.0,75.0,3.0,1.0,3.0,2632.0,23910.0,1.0,14.0,3.0,3.0,80.0,0.0,5.0,4.0,2.0,5.0,4.0,0.0,4.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
60.0,0.0,1179.0,16.0,4.0,1.0,1.0,84.0,3.0,2.0,1.0,5405.0,11924.0,8.0,14.0,3.0,4.0,80.0,0.0,10.0,1.0,3.0,2.0,2.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
34.0,0.0,629.0,27.0,2.0,1.0,4.0,95.0,3.0,1.0,2.0,2311.0,5711.0,2.0,15.0,3.0,4.0,80.0,0.0,9.0,3.0,3.0,3.0,2.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
33.0,0.0,553.0,5.0,4.0,1.0,4.0,74.0,3.0,3.0,2.0,11878.0,23364.0,6.0,11.0,3.0,2.0,80.0,2.0,12.0,2.0,3.0,10.0,6.0,8.0,8.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
31.0,0.0,670.0,26.0,1.0,1.0,1.0,31.0,3.0,1.0,3.0,2911.0,15170.0,1.0,17.0,3.0,4.0,80.0,1.0,5.0,1.0,2.0,5.0,2.0,4.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
42.0,0.0,603.0,7.0,4.0,1.0,2.0,78.0,4.0,2.0,2.0,2372.0,5628.0,6.0,16.0,3.0,4.0,80.0,0.0,18.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
24.0,0.0,1371.0,10.0,4.0,1.0,4.0,77.0,3.0,2.0,3.0,4260.0,5915.0,1.0,12.0,3.0,4.0,80.0,1.0,5.0,2.0,4.0,5.0,2.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
28.0,0.0,640.0,1.0,3.0,1.0,4.0,84.0,3.0,1.0,1.0,2080.0,4732.0,2.0,11.0,3.0,2.0,80.0,0.0,5.0,2.0,2.0,3.0,2.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
26.0,0.0,1066.0,2.0,2.0,1.0,4.0,32.0,4.0,2.0,4.0,5472.0,3334.0,1.0,12.0,3.0,2.0,80.0,0.0,8.0,2.0,3.0,8.0,7.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0
26.0,0.0,575.0,1.0,2.0,1.0,1.0,71.0,1.0,1.0,4.0,4364.0,5288.0,3.0,14.0,3.0,1.0,80.0,1.0,5.0,2.0,3.0,2.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
29.0,0.0,469.0,10.0,3.0,1.0,3.0,42.0,2.0,2.0,3.0,5869.0,23413.0,9.0,11.0,3.0,3.0,80.0,0.0,8.0,2.0,3.0,5.0,2.0,1.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
38.0,0.0,888.0,10.0,4.0,1.0,3.0,71.0,3.0,2.0,3.0,6077.0,14814.0,3.0,11.0,3.0,3.0,80.0,0.0,10.0,2.0,3.0,6.0,3.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
24.0,0.0,535.0,24.0,3.0,1.0,4.0,38.0,3.0,1.0,4.0,2400.0,5530.0,0.0,13.0,3.0,3.0,80.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
52.0,0.0,715.0,19.0,4.0,1.0,4.0,41.0,3.0,1.0,4.0,4258.0,26589.0,0.0,18.0,3.0,1.0,80.0,1.0,5.0,3.0,3.0,4.0,3.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
45.0,0.0,1449.0,2.0,3.0,1.0,1.0,94.0,1.0,5.0,2.0,18824.0,2493.0,2.0,16.0,3.0,1.0,80.0,0.0,26.0,2.0,3.0,24.0,10.0,1.0,11.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
29.0,0.0,694.0,1.0,3.0,1.0,4.0,87.0,2.0,4.0,4.0,16124.0,3423.0,3.0,14.0,3.0,2.0,80.0,2.0,9.0,2.0,2.0,7.0,7.0,1.0,7.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
25.0,0.0,891.0,4.0,2.0,1.0,2.0,99.0,2.0,2.0,4.0,4487.0,12090.0,1.0,11.0,3.0,2.0,80.0,0.0,5.0,3.0,3.0,5.0,4.0,1.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
28.0,0.0,1366.0,24.0,2.0,1.0,2.0,72.0,2.0,3.0,1.0,8722.0,12355.0,1.0,12.0,3.0,1.0,80.0,0.0,10.0,2.0,2.0,10.0,7.0,1.0,9.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
53.0,0.0,102.0,23.0,4.0,1.0,4.0,72.0,3.0,4.0,4.0,14275.0,20206.0,6.0,18.0,3.0,3.0,80.0,0.0,33.0,0.0,3.0,12.0,9.0,3.0,8.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
44.0,0.0,383.0,1.0,5.0,1.0,1.0,79.0,3.0,2.0,3.0,4768.0,9282.0,7.0,12.0,3.0,3.0,80.0,1.0,11.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
36.0,0.0,1299.0,27.0,3.0,1.0,3.0,94.0,3.0,2.0,3.0,5237.0,16577.0,6.0,13.0,3.0,2.0,80.0,2.0,17.0,3.0,2.0,7.0,7.0,7.0,7.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
38.0,0.0,216.0,23.0,3.0,1.0,4.0,44.0,2.0,3.0,3.0,9526.0,8787.0,0.0,21.0,4.0,2.0,80.0,0.0,10.0,2.0,3.0,9.0,7.0,1.0,8.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0
34.0,0.0,999.0,26.0,1.0,1.0,1.0,92.0,2.0,1.0,3.0,2029.0,15891.0,1.0,20.0,4.0,3.0,80.0,3.0,5.0,2.0,3.0,5.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
